institute_code,year,shift,class_code,group,section,exam,subject,type,roll,marks
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,1,29
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,2,10
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,3,26
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,4,21
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,5,21
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,6,27
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,7,30
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,8,30
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,9,22
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,10,9
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,11,22
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,12,13
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,13,11
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,14,14
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,15,9
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,16,14
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,17,16
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,18,23
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,19,26
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,20,25
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,21,10
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,22,25
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,23,14
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,24,25
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,25,19
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,26,28
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,27,10
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,28,20
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,29,16
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,30,23
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,31,26
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,বাংলা প্রথম পত্র,MCQ,32,12
