institute_code,year,shift,class_code,group,section,exam,subject,type,roll,marks
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,1,25
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,2,30
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,3,27
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,4,24
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,5,37
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,6,43
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,7,44
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,8,22
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,9,50
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,10,39
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,11,48
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,12,30
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,13,45
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,14,21
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,15,31
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,16,33
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,17,28
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,18,36
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,19,38
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,20,46
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,21,47
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,22,34
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,23,34
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,24,41
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,25,50
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,26,37
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,27,49
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,28,49
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,29,43
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,30,31
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,31,41
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,32,39
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,33,35
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,34,45
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,35,45
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,36,34
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,37,27
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,38,48
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,39,38
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,40,47
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,41,23
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,42,33
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,43,24
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,44,36
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,45,22
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,46,28
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,47,35
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,48,23
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,49,45
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,50,32
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,51,50
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,52,47
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,53,38
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,54,30
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,55,25
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,56,33
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,57,47
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,58,27
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,59,22
PHS,2025,morning,10	,Science,A,অর্ধবার্ষিক পরীক্ষা,শারীরিক শিক্ষা,CA,60,37
